name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
A1	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A2	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A3	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A4	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A5	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A6	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A7	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A8	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A9	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A10	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A11	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A12	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A13	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A14	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A15	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A16	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A17	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A18	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A19	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A20	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A21	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A22	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A23	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A24	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A25	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A26	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A27	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A28	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A29	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A30	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A31	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A32	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A33	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A34	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A35	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A36	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A37	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A38	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A39	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A40	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A41	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A42	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A43	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A44	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A45	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A46	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A47	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A48	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A49	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A50	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A51	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A52	ECOG	µV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
